timestamp_utc,policy,retry_model,retry_budget,hotspot_probability,hotspot_p,mpl,repeat,seed,warmup_seconds,measurement_seconds,committed,errors,attempts,aborts,committed_tps,tps,observed_tps,attempted_tps,error_rate_pct,error_rate,abort_rate_pct,abort_rate,latency_mean_ms,mean_latency_ms,latency_p50_ms,latency_p95_ms,p95_latency_ms,validation_ok,post_total_funds,raw_path
2026-05-15T23:42:01.231944+00:00,rc,bounded_1,1.0,0.9,0.9,64,1,3992,30.0,60.0,379730,0,379730,0,6328.833333,6328.833333,6328.833333,6328.833333,0.0,0.0,0.0,0.0,10.109899,10.109899,2.150604,56.358963,56.358963,True,3467599823,results/v7/raw/20260515T234201.231944+0000_rc_mpl64_bounded_1_p0p9_r1.json
2026-05-15T23:43:32.998272+00:00,rc,bounded_1,1.0,0.9,0.9,64,2,3993,30.0,60.0,382708,0,382708,0,6378.466667,6378.466667,6378.466667,6378.466667,0.0,0.0,0.0,0.0,10.027282,10.027282,2.159479,54.312759,54.312759,True,3459901946,results/v7/raw/20260515T234332.998272+0000_rc_mpl64_bounded_1_p0p9_r2.json
2026-05-15T23:45:04.936566+00:00,rc,bounded_1,1.0,0.9,0.9,64,3,3994,30.0,60.0,553041,0,553041,0,9217.35,9217.35,9217.35,9217.35,0.0,0.0,0.0,0.0,6.93303,6.93303,2.02677,54.179958,54.179958,True,3441176326,results/v7/raw/20260515T234504.936566+0000_rc_mpl64_bounded_1_p0p9_r3.json
2026-05-15T23:46:36.501747+00:00,rc,bounded_1,1.0,0.9,0.9,64,4,3995,30.0,60.0,825840,0,825840,0,13764.0,13764.0,13764.0,13764.0,0.0,0.0,0.0,0.0,4.639706,4.639706,2.102583,18.019627,18.019627,True,3381696087,results/v7/raw/20260515T234636.501747+0000_rc_mpl64_bounded_1_p0p9_r4.json
2026-05-15T23:48:07.998690+00:00,rc,bounded_1,1.0,0.9,0.9,64,5,3996,30.0,60.0,379234,0,379234,0,6320.566667,6320.566667,6320.566667,6320.566667,0.0,0.0,0.0,0.0,10.122998,10.122998,2.094229,57.964677,57.964677,True,3450787846,results/v7/raw/20260515T234807.998690+0000_rc_mpl64_bounded_1_p0p9_r5.json
2026-05-16T00:04:56.037773+00:00,rc,bounded_3,3.0,0.9,0.9,64,1,3992,30.0,60.0,656680,0,656680,0,10944.666667,10944.666667,10944.666667,10944.666667,0.0,0.0,0.0,0.0,5.838218,5.838218,2.19802,47.409351,47.409351,True,3427192524,results/v7/raw/20260516T000456.037773+0000_rc_mpl64_bounded_3_p0p9_r1.json
2026-05-16T00:06:27.561104+00:00,rc,bounded_3,3.0,0.9,0.9,64,2,3993,30.0,60.0,775245,0,775245,0,12920.75,12920.75,12920.75,12920.75,0.0,0.0,0.0,0.0,4.942824,4.942824,1.911854,18.408727,18.408727,True,3400747971,results/v7/raw/20260516T000627.561104+0000_rc_mpl64_bounded_3_p0p9_r2.json
2026-05-16T00:07:59.241175+00:00,rc,bounded_3,3.0,0.9,0.9,64,3,3994,30.0,60.0,378854,0,378854,0,6314.233333,6314.233333,6314.233333,6314.233333,0.0,0.0,0.0,0.0,10.133601,10.133601,2.098688,55.405173,55.405173,True,3461495650,results/v7/raw/20260516T000759.241175+0000_rc_mpl64_bounded_3_p0p9_r3.json
2026-05-16T00:09:30.917907+00:00,rc,bounded_3,3.0,0.9,0.9,64,4,3995,30.0,60.0,383832,0,383832,0,6397.2,6397.2,6397.2,6397.2,0.0,0.0,0.0,0.0,9.994884,9.994884,2.039563,54.440659,54.440659,True,3462301817,results/v7/raw/20260516T000930.917907+0000_rc_mpl64_bounded_3_p0p9_r4.json
2026-05-16T00:11:02.579210+00:00,rc,bounded_3,3.0,0.9,0.9,64,5,3996,30.0,60.0,615995,0,615995,0,10266.583333,10266.583333,10266.583333,10266.583333,0.0,0.0,0.0,0.0,6.224245,6.224245,1.963375,50.15604,50.15604,True,3435344086,results/v7/raw/20260516T001102.579210+0000_rc_mpl64_bounded_3_p0p9_r5.json
2026-05-16T00:27:50.089470+00:00,rc,bounded_10,10.0,0.9,0.9,64,1,3992,30.0,60.0,379312,0,379312,0,6321.866667,6321.866667,6321.866667,6321.866667,0.0,0.0,0.0,0.0,10.118993,10.118993,2.053417,56.013817,56.013817,True,3462393008,results/v7/raw/20260516T002750.089470+0000_rc_mpl64_bounded_10_p0p9_r1.json
2026-05-16T00:29:21.657360+00:00,rc,bounded_10,10.0,0.9,0.9,64,2,3993,30.0,60.0,380770,0,380770,0,6346.166667,6346.166667,6346.166667,6346.166667,0.0,0.0,0.0,0.0,10.078515,10.078515,2.08598,56.462323,56.462323,True,3462191724,results/v7/raw/20260516T002921.657360+0000_rc_mpl64_bounded_10_p0p9_r2.json
2026-05-16T00:30:53.306209+00:00,rc,bounded_10,10.0,0.9,0.9,64,3,3994,30.0,60.0,684451,0,684451,0,11407.516667,11407.516667,11407.516667,11407.516667,0.0,0.0,0.0,0.0,5.600454,5.600454,2.012229,41.218451,41.218451,True,3416621213,results/v7/raw/20260516T003053.306209+0000_rc_mpl64_bounded_10_p0p9_r3.json
